0.146122,-0.476228,3.234,-0.146122,0.476228,-3.234,-0.916982
0.174186,-0.716453,5.01204,-0.174186,0.716453,-5.01204,0
0.172213,-1.0018,7.39325,-0.172213,1.0018,-7.39325,0
0.116312,-1.3127,10.4871,-0.116312,1.3127,-10.4871,0
-0.022466,-1.60988,14.3413,0.022466,1.60988,-14.3413,0
-0.27217,-1.83181,18.8742,0.27217,1.83181,-18.8742,0
-0.648408,-1.90067,23.7983,0.648408,1.90067,-23.7983,0
-1.13864,-1.74251,28.5743,1.13864,1.74251,-28.5743,0
-1.68961,-1.32092,32.4608,1.68961,1.32092,-32.4608,0
-2.21021,-0.669621,34.7037,2.21021,0.669621,-34.7037,0
-2.59751,0.101263,34.8175,2.59751,-0.101263,-34.8175,0.616793
-2.7767,0.840176,32.8018,2.7767,-0.840176,-32.8018,0
-2.73039,1.41375,29.1399,2.73039,-1.41375,-29.1399,0
-2.49856,1.75285,24.5815,2.49856,-1.75285,-24.5815,0
-2.15331,1.86049,19.8623,2.15331,-1.86049,-19.8623,0
-1.76847,1.7883,15.5165,1.76847,-1.7883,-15.5165,0
-1.39983,1.60468,11.8282,1.39983,-1.60468,-11.8282,0
-1.0794,1.37148,8.87707,1.0794,-1.37148,-8.87707,0
-0.818824,1.1333,6.61365,0.818824,-1.1333,-6.61365,0
-0.616117,0.916063,4.9255,0.616117,-0.916063,-4.9255,0
-0.462192,0.730247,3.68233,0.462192,-0.730247,-3.68233,-0.901923
-0.345738,0.575977,2.76244,0.345738,-0.575977,-2.76244,0
-0.256205,0.447931,2.06531,0.256205,-0.447931,-2.06531,0
-0.185168,0.339074,1.51484,0.185168,-0.339074,-1.51484,0
-0.126601,0.242867,1.05732,0.126601,-0.242867,-1.05732,0
-0.0766207,0.154279,0.657214,0.0766207,-0.154279,-0.657214,0
-0.0330491,0.0700701,0.292997,0.0330491,-0.0700701,-0.292997,0
0.00503462,-0.0112872,-0.0464493,-0.00503462,0.0112872,0.0464493,0
0.037715,-0.0898714,-0.364836,-0.037715,0.0898714,0.364836,0
0.0646344,-0.164708,-0.661097,-0.0646344,0.164708,0.661097,0
0.0853488,-0.234253,-0.931772,-0.0853488,0.234253,0.931772,-0.963451
0.099616,-0.296901,-1.17307,-0.099616,0.296901,1.17307,0
0.10758,-0.351418,-1.38238,-0.10758,0.351418,1.38238,0
0.109835,-0.397225,-1.55914,-0.109835,0.397225,1.55914,0
0.107376,-0.434475,-1.70492,-0.107376,0.434475,1.70492,0
0.101491,-0.463968,-1.82302,-0.101491,0.463968,1.82302,0
0.0936211,-0.486924,-1.91768,-0.0936211,0.486924,1.91768,0
0.0852305,-0.504719,-1.99328,-0.0852305,0.504719,1.99328,0
0.0776882,-0.518621,-2.05352,-0.0776882,0.518621,2.05352,0
0.0721414,-0.529606,-2.10104,-0.0721414,0.529606,2.10104,0
0.0693969,-0.538276,-2.13722,-0.0693969,0.538276,2.13722,-0.864783
0.0698404,-0.544893,-2.16244,-0.0698404,0.544893,2.16244,0
0.0734336,-0.549458,-2.1763,-0.0734336,0.549458,2.1763,0
0.0797801,-0.551758,-2.17779,-0.0797801,0.551758,2.17779,0
0.0882063,-0.551305,-2.16502,-0.0882063,0.551305,2.16502,0
0.0978041,-0.547218,-2.13473,-0.0978041,0.547218,2.13473,0
0.107434,-0.538145,-2.08218,-0.107434,0.538145,2.08218,0
0.115728,-0.522314,-2.00148,-0.115728,0.522314,2.00148,0
0.121148,-0.497745,-1.88649,-0.121148,0.497745,1.88649,0
0.122135,-0.462572,-1.73212,-0.122135,0.462572,1.73212,0
0.117364,-0.415452,-1.53574,-0.117364,0.415452,1.53574,-0.937199
0.106067,-0.356011,-1.29859,-0.106067,0.356011,1.29859,0
0.0883659,-0.285297,-1.02696,-0.0883659,0.285297,1.02696,0
0.0654988,-0.206203,-0.733045,-0.0654988,0.206203,0.733045,0
0.0398473,-0.123824,-0.435466,-0.0398473,0.123824,0.435466,0
0.014704,-0.0455585,-0.158951,-0.014704,0.0455585,0.158951,0
-0.00624803,0.0194481,0.0675941,0.00624803,-0.0194481,-0.0675941,0
-0.0197249,0.0619786,0.215749,0.0197249,-0.0619786,-0.215749,0
-0.0237381,0.075471,0.264785,0.0237381,-0.075471,-0.264785,0
-0.0182102,0.0586004,0.208588,0.0182102,-0.0586004,-0.208588,0
-0.00491327,0.0159856,0.0580927,0.00491327,-0.0159856,-0.0580927,-0.973942
0.0132794,-0.0435936,-0.162623,-0.0132794,0.0435936,0.162623,0
0.0333752,-0.110256,-0.424046,-0.0333752,0.110256,0.424046,0
0.0529795,-0.175585,-0.698493,-0.0529795,0.175585,0.698493,0
0.0705666,-0.233839,-0.964365,-0.0705666,0.233839,0.964365,0
0.0854098,-0.281972,-1.20732,-0.0854098,0.281972,1.20732,0
0.0973633,-0.319056,-1.41952,-0.0973633,0.319056,1.41952,0
0.10663,-0.345568,-1.59807,-0.10663,0.345568,1.59807,0
0.113581,-0.362776,-1.74343,-0.113581,0.362776,1.74343,0
0.118626,-0.372293,-1.85801,-0.118626,0.372293,1.85801,0
0.122143,-0.375788,-1.94515,-0.122143,0.375788,1.94515,-0.902199
